keggID,DECount,Expect,N,notDECount,DEGsRatio,GeneRatio,BgRatio,p,adjP,FDR,Class,Description,SubVsCont
ath00230,31,22.651685393258425,87,56,31/87,31/1476,56/3649,0.15389458414606036,0.15389458414606036,0.15389458414606036,Metabolism; Nucleotide metabolism,Purine metabolism,gad2OEB33_subVScont
ath00290,9,4.853932584269663,21,12,9/21,9/1476,12/3649,0.15474942614471948,0.15474942614471948,0.15474942614471948,Metabolism; Amino acid metabolism,"Valine, leucine and isoleucine biosynthesis",gad2OEB33_subVScont
ath00270,43,32.764044943820224,124,81,43/124,43/1476,81/3649,0.15953062998662101,0.15953062998662101,0.15953062998662101,Metabolism; Amino acid metabolism,Cysteine and methionine metabolism,gad2OEB33_subVScont
ath00600,13,7.685393258426966,32,19,13/32,13/1476,19/3649,0.16883427412202037,0.16883427412202037,0.16883427412202037,Metabolism; Lipid metabolism,Sphingolipid metabolism,gad2OEB33_subVScont
ath00360,13,8.089887640449438,33,20,13/33,13/1476,20/3649,0.18061643130393318,0.18061643130393318,0.18061643130393318,Metabolism; Amino acid metabolism,Phenylalanine metabolism,gad2OEB33_subVScont
ath00710,25,17.797752808988765,69,44,25/69,25/1476,44/3649,0.1811038689627537,0.1811038689627537,0.1811038689627537,Metabolism; Energy metabolism,Carbon fixation in photosynthetic organisms,gad2OEB33_subVScont
ath00450,8,4.044943820224719,18,10,8/18,8/1476,10/3649,0.18906693357823304,0.18906693357823304,0.18906693357823304,Metabolism; Metabolism of other amino acids,Selenocompound metabolism,gad2OEB33_subVScont
ath00232,2,0.4044943820224719,3,1,2/3,2/1476,1/3649,0.20100533892017503,0.20100533892017503,0.20100533892017503,Metabolism; Biosynthesis of other secondary metabolites,Caffeine metabolism,gad2OEB33_subVScont
ath00250,19,12.9438202247191,51,32,19/51,19/1476,32/3649,0.2127808552416463,0.2127808552416463,0.2127808552416463,Metabolism; Amino acid metabolism,"Alanine, aspartate and glutamate metabolism",gad2OEB33_subVScont
ath00061,16,10.92134831460674,43,27,16/43,16/1476,27/3649,0.2371911579301721,0.2371911579301721,0.2371911579301721,Metabolism; Lipid metabolism,Fatty acid biosynthesis,gad2OEB33_subVScont
ath00950,9,5.258426966292135,22,13,9/22,9/1476,13/3649,0.23807576716665396,0.23807576716665396,0.23807576716665396,Metabolism; Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis,gad2OEB33_subVScont
ath00630,27,20.629213483146067,78,51,27/78,27/1476,51/3649,0.25799468227640904,0.25799468227640904,0.25799468227640904,Metabolism; Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism,gad2OEB33_subVScont
ath00780,7,3.640449438202247,16,9,7/16,7/1476,9/3649,0.26577606940745385,0.26577606940745385,0.26577606940745385,Metabolism; Metabolism of cofactors and vitamins,Biotin metabolism,gad2OEB33_subVScont
ath03410,15,10.92134831460674,42,27,15/42,15/1476,27/3649,0.3095849132211813,0.3095849132211813,0.3095849132211813,Genetic Information Processing; Replication and repair,Base excision repair,gad2OEB33_subVScont
ath00430,5,2.4269662921348316,11,6,5/11,5/1476,6/3649,0.31407086804318385,0.31407086804318385,0.31407086804318385,Metabolism; Metabolism of other amino acids,Taurine and hypotaurine metabolism,gad2OEB33_subVScont
ath00603,5,2.4269662921348316,11,6,5/11,5/1476,6/3649,0.31407086804318385,0.31407086804318385,0.31407086804318385,Metabolism; Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - globo and isoglobo series,gad2OEB33_subVScont
ath00944,2,0.8089887640449438,4,2,2/4,2/1476,2/3649,0.32717687915662624,0.32717687915662624,0.32717687915662624,Metabolism; Biosynthesis of other secondary metabolites,Flavone and flavonol biosynthesis,gad2OEB33_subVScont
ath00380,22,16.98876404494382,64,42,22/64,22/1476,42/3649,0.3319107407292424,0.3319107407292424,0.3319107407292424,Metabolism; Amino acid metabolism,Tryptophan metabolism,gad2OEB33_subVScont
ath00904,8,5.258426966292135,21,13,8/21,8/1476,13/3649,0.3412576880220076,0.3412576880220076,0.3412576880220076,Metabolism; Metabolism of terpenoids and polyketides,Diterpenoid biosynthesis,gad2OEB33_subVScont
ath00960,13,9.303370786516854,36,23,13/36,13/1476,23/3649,0.35641336056375494,0.35641336056375494,0.35641336056375494,Metabolism; Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis",gad2OEB33_subVScont
ath00040,35,29.528089887640448,108,73,35/108,35/1476,73/3649,0.3922585914071427,0.3922585914071427,0.3922585914071427,Metabolism; Carbohydrate metabolism,Pentose and glucuronate interconversions,gad2OEB33_subVScont
ath00531,4,2.4269662921348316,10,6,4/10,4/1476,6/3649,0.4872178447123098,0.4872178447123098,0.4872178447123098,Metabolism; Glycan biosynthesis and metabolism,Glycosaminoglycan degradation,gad2OEB33_subVScont
ath00350,14,10.92134831460674,41,27,14/41,14/1476,27/3649,0.4887014298658341,0.4887014298658341,0.4887014298658341,Metabolism; Amino acid metabolism,Tyrosine metabolism,gad2OEB33_subVScont
ath03430,12,10.112359550561798,37,25,12/37,12/1476,25/3649,0.5898559903451787,0.5898559903451787,0.5898559903451787,Genetic Information Processing; Replication and repair,Mismatch repair,gad2OEB33_subVScont
ath00650,7,5.258426966292135,20,13,7/20,7/1476,13/3649,0.6208335364389664,0.6208335364389664,0.6208335364389664,Metabolism; Carbohydrate metabolism,Butanoate metabolism,gad2OEB33_subVScont
ath00740,7,5.258426966292135,20,13,7/20,7/1476,13/3649,0.6208335364389664,0.6208335364389664,0.6208335364389664,Metabolism; Metabolism of cofactors and vitamins,Riboflavin metabolism,gad2OEB33_subVScont
ath04145,26,23.0561797752809,83,57,26/83,26/1476,57/3649,0.6254421485198771,0.6254421485198771,0.6254421485198771,Cellular Processes; Transport and catabolism,Phagosome,gad2OEB33_subVScont
ath00670,7,5.662921348314606,21,14,7/21,7/1476,14/3649,0.6338135372852338,0.6338135372852338,0.6338135372852338,Metabolism; Metabolism of cofactors and vitamins,One carbon pool by folate,gad2OEB33_subVScont
ath00052,18,15.775280898876405,57,39,18/57,18/1476,39/3649,0.6596988231528907,0.6596988231528907,0.6596988231528907,Metabolism; Carbohydrate metabolism,Galactose metabolism,gad2OEB33_subVScont
ath00770,11,9.303370786516854,34,23,11/34,11/1476,23/3649,0.7041296201087839,0.7041296201087839,0.7041296201087839,Metabolism; Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,gad2OEB33_subVScont
ath00905,3,2.4269662921348316,9,6,3/9,3/1476,6/3649,0.7228565711997367,0.7228565711997367,0.7228565711997367,Metabolism; Metabolism of terpenoids and polyketides,Brassinosteroid biosynthesis,gad2OEB33_subVScont
ath00920,13,11.730337078651685,42,29,13/42,13/1476,29/3649,0.7345449506081158,0.7345449506081158,0.7345449506081158,Metabolism; Energy metabolism,Sulfur metabolism,gad2OEB33_subVScont
ath00750,5,4.044943820224719,15,10,5/15,5/1476,10/3649,0.7758340683493056,0.7758340683493056,0.7758340683493056,Metabolism; Metabolism of cofactors and vitamins,Vitamin B6 metabolism,gad2OEB33_subVScont
ath00561,20,18.60674157303371,66,46,20/66,20/1476,46/3649,0.7851433207388797,0.7851433207388797,0.7851433207388797,Metabolism; Lipid metabolism,Glycerolipid metabolism,gad2OEB33_subVScont
ath00909,7,6.47191011235955,23,16,7/23,7/1476,16/3649,0.8207541438500786,0.8207541438500786,0.8207541438500786,Metabolism; Metabolism of terpenoids and polyketides,Sesquiterpenoid and triterpenoid biosynthesis,gad2OEB33_subVScont
ath01040,8,6.876404494382022,25,17,8/25,8/1476,17/3649,0.8248955325569093,0.8248955325569093,0.8248955325569093,Metabolism; Lipid metabolism,Biosynthesis of unsaturated fatty acids,gad2OEB33_subVScont
ath00220,11,10.112359550561798,36,25,11/36,11/1476,25/3649,0.8537729619530485,0.8537729619530485,0.8537729619530485,Metabolism; Amino acid metabolism,Arginine biosynthesis,gad2OEB33_subVScont
ath04712,12,10.92134831460674,39,27,12/39,12/1476,27/3649,0.859177325132057,0.859177325132057,0.859177325132057,Organismal Systems; Environmental adaptation,Circadian rhythm - plant,gad2OEB33_subVScont
ath00020,19,18.202247191011235,64,45,19/64,19/1476,45/3649,0.8897695106524565,0.8897695106524565,0.8897695106524565,Metabolism; Carbohydrate metabolism,Citrate cycle (TCA cycle),gad2OEB33_subVScont
ath03440,19,18.202247191011235,64,45,19/64,19/1476,45/3649,0.8897695106524565,0.8897695106524565,0.8897695106524565,Genetic Information Processing; Replication and repair,Homologous recombination,gad2OEB33_subVScont
ath00010,35,33.97752808988764,119,84,35/119,35/1476,84/3649,0.9184451176067013,0.9184451176067013,0.9184451176067013,Metabolism; Carbohydrate metabolism,Glycolysis / Gluconeogenesis,gad2OEB33_subVScont
ath00514,4,3.640449438202247,13,9,4/13,4/1476,9/3649,0.9999999999999999,0.9999999999999999,0.9999999999999999,Metabolism; Glycan biosynthesis and metabolism,Other types of O-glycan biosynthesis,gad2OEB33_subVScont
ath00903,2,1.6179775280898876,6,4,2/6,2/1476,4/3649,1,1,1,Metabolism; Metabolism of terpenoids and polyketides,Limonene and pinene degradation,gad2OEB33_subVScont
ath03010,168,93.37087434858135,361,193,168/361,168/1671,193/3454,1.2842069125449638e-8,1.2842069125449638e-8,1.2842069125449638e-8,Genetic Information Processing; Translation,Ribosome,pop28_subVScont
ath00860,31,10.643312101910828,53,22,31/53,31/1671,22/3454,1.6044795701522342e-4,1.6044795701522342e-4,1.6044795701522342e-4,Metabolism; Metabolism of cofactors and vitamins,Porphyrin metabolism,pop28_subVScont
ath04075,124,80.79241459177764,291,167,124/291,124/1671,167/3454,2.350293006902276e-4,2.350293006902276e-4,2.350293006902276e-4,Environmental Information Processing; Signal transduction,Plant hormone signal transduction,pop28_subVScont
ath03030,28,9.67573827446439,48,20,28/48,28/1671,20/3454,2.752805108651428e-4,2.752805108651428e-4,2.752805108651428e-4,Genetic Information Processing; Replication and repair,DNA replication,pop28_subVScont
ath00300,11,1.9351476548928779,15,4,11/15,11/1671,4/3454,0.0014495594954731506,0.0014495594954731506,0.0014495594954731506,Metabolism; Amino acid metabolism,Lysine biosynthesis,pop28_subVScont
ath00966,16,4.837869137232195,26,10,16/26,16/1671,10/3454,0.002704861506274466,0.002704861506274466,0.002704861506274466,Metabolism; Biosynthesis of other secondary metabolites,Glucosinolate biosynthesis,pop28_subVScont
ath00261,10,1.9351476548928779,14,4,10/14,10/1671,4/3454,0.0033216750764932623,0.0033216750764932623,0.0033216750764932623,Metabolism; Biosynthesis of other secondary metabolites,Monobactam biosynthesis,pop28_subVScont
ath00280,27,12.094672843080486,52,25,27/52,27/1671,25/3454,0.004295074355434912,0.004295074355434912,0.004295074355434912,Metabolism; Amino acid metabolism,"Valine, leucine and isoleucine degradation",pop28_subVScont
ath00999,32,15.964968152866241,65,33,32/65,32/1671,33/3454,0.005067771447776893,0.005067771447776893,0.005067771447776893,Metabolism; Biosynthesis of other secondary metabolites,Biosynthesis of various plant secondary metabolites,pop28_subVScont
ath00480,47,27.09206716850029,103,56,47/103,47/1671,56/3454,0.005600661379522076,0.005600661379522076,0.005600661379522076,Metabolism; Metabolism of other amino acids,Glutathione metabolism,pop28_subVScont
ath00053,31,15.481181239143023,63,32,31/63,31/1671,32/3454,0.006467284858584694,0.006467284858584694,0.006467284858584694,Metabolism; Carbohydrate metabolism,Ascorbate and aldarate metabolism,pop28_subVScont
ath00360,18,7.2568037058482915,33,15,18/33,18/1671,15/3454,0.00902057364464279,0.00902057364464279,0.00902057364464279,Metabolism; Amino acid metabolism,Phenylalanine metabolism,pop28_subVScont
ath00710,33,17.4163288940359,69,36,33/69,33/1671,36/3454,0.009231168350754663,0.009231168350754663,0.009231168350754663,Metabolism; Energy metabolism,Carbon fixation in photosynthetic organisms,pop28_subVScont
ath04016,60,38.21916618413434,139,79,60/139,60/1671,79/3454,0.009927040433985629,0.009927040433985629,0.009927040433985629,Environmental Information Processing; Signal transduction,MAPK signaling pathway - plant,pop28_subVScont
ath00410,24,11.127099015634048,47,23,24/47,24/1671,23/3454,0.01139043000959809,0.01139043000959809,0.01139043000959809,Metabolism; Metabolism of other amino acids,beta-Alanine metabolism,pop28_subVScont
ath00906,16,6.289229878401853,29,13,16/29,16/1671,13/3454,0.015371970710741478,0.015371970710741478,0.015371970710741478,Metabolism; Metabolism of terpenoids and polyketides,Carotenoid biosynthesis,pop28_subVScont
ath00250,25,12.578459756803706,51,26,25/51,25/1671,26/3454,0.015702166416206257,0.015702166416206257,0.015702166416206257,Metabolism; Amino acid metabolism,"Alanine, aspartate and glutamate metabolism",pop28_subVScont
ath00270,53,34.348870874348584,124,71,53/124,53/1671,71/3454,0.019524654923328368,0.019524654923328368,0.019524654923328368,Metabolism; Amino acid metabolism,Cysteine and methionine metabolism,pop28_subVScont
ath00260,32,18.38390272148234,70,38,32/70,32/1671,38/3454,0.02093265173314186,0.02093265173314186,0.02093265173314186,Metabolism; Amino acid metabolism,"Glycine, serine and threonine metabolism",pop28_subVScont
ath00062,18,8.70816444701795,36,18,18/36,18/1671,18/3454,0.03166415062145359,0.03166415062145359,0.03166415062145359,Metabolism; Lipid metabolism,Fatty acid elongation,pop28_subVScont
ath00960,18,8.70816444701795,36,18,18/36,18/1671,18/3454,0.03166415062145359,0.03166415062145359,0.03166415062145359,Metabolism; Biosynthesis of other secondary metabolites,"Tropane, piperidine and pyridine alkaloid biosynthesis",pop28_subVScont
ath00196,12,4.837869137232195,22,10,12/22,12/1671,10/3454,0.03828025798930355,0.03828025798930355,0.03828025798930355,Metabolism; Energy metabolism,Photosynthesis - antenna proteins,pop28_subVScont
ath00460,31,18.867689635205558,70,39,31/70,31/1671,39/3454,0.04003589638206134,0.04003589638206134,0.04003589638206134,Metabolism; Metabolism of other amino acids,Cyanoamino acid metabolism,pop28_subVScont
ath00071,22,12.094672843080486,47,25,22/47,22/1671,25/3454,0.042219481810864566,0.042219481810864566,0.042219481810864566,Metabolism; Lipid metabolism,Fatty acid degradation,pop28_subVScont
ath00450,10,3.8702953097857558,18,8,10/18,10/1671,8/3454,0.04501398484891427,0.04501398484891427,0.04501398484891427,Metabolism; Metabolism of other amino acids,Selenocompound metabolism,pop28_subVScont
ath00908,16,7.7405906195715115,32,16,16/32,16/1671,16/3454,0.05626285453369545,0.05626285453369545,0.05626285453369545,Metabolism; Metabolism of terpenoids and polyketides,Zeatin biosynthesis,pop28_subVScont
ath00290,11,4.837869137232195,21,10,11/21,11/1671,10/3454,0.06255919361411894,0.06255919361411894,0.06255919361411894,Metabolism; Amino acid metabolism,"Valine, leucine and isoleucine biosynthesis",pop28_subVScont
ath04146,37,24.67313259988419,88,51,37/88,37/1671,51/3454,0.06600801419844153,0.06600801419844153,0.06600801419844153,Cellular Processes; Transport and catabolism,Peroxisome,pop28_subVScont
ath00350,19,10.643312101910828,41,22,19/41,19/1671,22/3454,0.06633975331350186,0.06633975331350186,0.06633975331350186,Metabolism; Amino acid metabolism,Tyrosine metabolism,pop28_subVScont
ath04136,19,10.643312101910828,41,22,19/41,19/1671,22/3454,0.06633975331350186,0.06633975331350186,0.06633975331350186,Cellular Processes; Transport and catabolism,Autophagy - other,pop28_subVScont
ath00220,17,9.19195136074117,36,19,17/36,17/1671,19/3454,0.07352416481726506,0.07352416481726506,0.07352416481726506,Metabolism; Amino acid metabolism,Arginine biosynthesis,pop28_subVScont
ath00600,15,8.224377533294732,32,17,15/32,15/1671,17/3454,0.09063031583311597,0.09063031583311597,0.09063031583311597,Metabolism; Lipid metabolism,Sphingolipid metabolism,pop28_subVScont
ath00500,66,50.79762594093804,171,105,66/171,66/1671,105/3454,0.09693866625455501,0.09693866625455501,0.09693866625455501,Metabolism; Carbohydrate metabolism,Starch and sucrose metabolism,pop28_subVScont
ath00901,3,0.48378691372321947,4,1,3/4,3/1671,1/3454,0.10465632960485198,0.10465632960485198,0.10465632960485198,Metabolism; Biosynthesis of other secondary metabolites,Indole alkaloid biosynthesis,pop28_subVScont
ath00942,2,0,2,0,2/2,2/1671,0/3454,0.10626492260238764,0.10626492260238764,0.10626492260238764,Metabolism; Biosynthesis of other secondary metabolites,Anthocyanin biosynthesis,pop28_subVScont
ath00950,11,5.321656050955414,22,11,11/22,11/1671,11/3454,0.10823200531686156,0.10823200531686156,0.10823200531686156,Metabolism; Biosynthesis of other secondary metabolites,Isoquinoline alkaloid biosynthesis,pop28_subVScont
ath04626,77,61.44093804284887,204,127,77/204,77/1671,127/3454,0.11017882832221654,0.11017882832221654,0.11017882832221654,Organismal Systems; Environmental adaptation,Plant-pathogen interaction,pop28_subVScont
ath02010,28,19.35147654892878,68,40,28/68,28/1671,40/3454,0.15135209618635437,0.15135209618635437,0.15135209618635437,Environmental Information Processing; Membrane transport,ABC transporters,pop28_subVScont
ath00130,17,10.643312101910828,39,22,17/39,17/1671,22/3454,0.16930639619288435,0.16930639619288435,0.16930639619288435,Metabolism; Metabolism of cofactors and vitamins,Ubiquinone and other terpenoid-quinone biosynthesis,pop28_subVScont
ath00240,26,18.38390272148234,64,38,26/64,26/1671,38/3454,0.18025438255651705,0.18025438255651705,0.18025438255651705,Metabolism; Nucleotide metabolism,Pyrimidine metabolism,pop28_subVScont
ath00380,26,18.38390272148234,64,38,26/64,26/1671,38/3454,0.18025438255651705,0.18025438255651705,0.18025438255651705,Metabolism; Amino acid metabolism,Tryptophan metabolism,pop28_subVScont
ath03410,18,11.610885929357266,42,24,18/42,18/1671,24/3454,0.18523222467269035,0.18523222467269035,0.18523222467269035,Genetic Information Processing; Replication and repair,Base excision repair,pop28_subVScont
ath00910,18,12.094672843080486,43,25,18/43,18/1671,25/3454,0.19478759206292912,0.19478759206292912,0.19478759206292912,Metabolism; Energy metabolism,Nitrogen metabolism,pop28_subVScont
ath03430,16,10.159525188187608,37,21,16/37,16/1671,21/3454,0.21677498467784043,0.21677498467784043,0.21677498467784043,Genetic Information Processing; Replication and repair,Mismatch repair,pop28_subVScont
ath00640,17,11.610885929357266,41,24,17/41,17/1671,24/3454,0.24268792336068043,0.24268792336068043,0.24268792336068043,Metabolism; Carbohydrate metabolism,Propanoate metabolism,pop28_subVScont
ath00232,2,0.48378691372321947,3,1,2/3,2/1671,1/3454,0.2495555892698274,0.2495555892698274,0.2495555892698274,Metabolism; Biosynthesis of other secondary metabolites,Caffeine metabolism,pop28_subVScont
ath00940,48,38.70295309785756,128,80,48/128,48/1671,80/3454,0.25179359515388905,0.25179359515388905,0.25179359515388905,Metabolism; Biosynthesis of other secondary metabolites,Phenylpropanoid biosynthesis,pop28_subVScont
ath00630,30,23.221771858714533,78,48,30/78,30/1671,48/3454,0.2744993546031068,0.2744993546031068,0.2744993546031068,Metabolism; Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism,pop28_subVScont
ath00770,14,9.67573827446439,34,20,14/34,14/1671,20/3454,0.27724914692229746,0.27724914692229746,0.27724914692229746,Metabolism; Metabolism of cofactors and vitamins,Pantothenate and CoA biosynthesis,pop28_subVScont
ath00565,11,7.2568037058482915,26,15,11/26,11/1671,15/3454,0.2988854799617831,0.2988854799617831,0.2988854799617831,Metabolism; Lipid metabolism,Ether lipid metabolism,pop28_subVScont
ath00230,33,26.12449334105385,87,54,33/87,33/1671,54/3454,0.29978545312704813,0.29978545312704813,0.29978545312704813,Metabolism; Nucleotide metabolism,Purine metabolism,pop28_subVScont
ath00330,21,15.964968152866241,54,33,21/54,21/1671,33/3454,0.3115603949005815,0.3115603949005815,0.3115603949005815,Metabolism; Amino acid metabolism,Arginine and proline metabolism,pop28_subVScont
ath00920,17,12.094672843080486,42,25,17/42,17/1671,25/3454,0.32099670640801725,0.32099670640801725,0.32099670640801725,Metabolism; Energy metabolism,Sulfur metabolism,pop28_subVScont
ath00195,29,23.221771858714533,77,48,29/77,29/1671,48/3454,0.33035355791866355,0.33035355791866355,0.33035355791866355,Metabolism; Energy metabolism,Photosynthesis,pop28_subVScont
ath00061,17,12.578459756803706,43,26,17/43,17/1671,26/3454,0.33066374915843144,0.33066374915843144,0.33066374915843144,Metabolism; Lipid metabolism,Fatty acid biosynthesis,pop28_subVScont
ath00601,3,0.9675738274464389,5,2,3/5,3/1671,2/3454,0.3380149422941862,0.3380149422941862,0.3380149422941862,Metabolism; Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - lacto and neolacto series,pop28_subVScont
ath00430,5,2.9027214823393166,11,6,5/11,5/1671,6/3454,0.3529262961404546,0.3529262961404546,0.3529262961404546,Metabolism; Metabolism of other amino acids,Taurine and hypotaurine metabolism,pop28_subVScont
ath00603,5,2.9027214823393166,11,6,5/11,5/1671,6/3454,0.3529262961404546,0.3529262961404546,0.3529262961404546,Metabolism; Glycan biosynthesis and metabolism,Glycosphingolipid biosynthesis - globo and isoglobo series,pop28_subVScont
ath00561,25,19.835263462651998,66,41,25/66,25/1671,41/3454,0.3573128415485174,0.3573128415485174,0.3573128415485174,Metabolism; Lipid metabolism,Glycerolipid metabolism,pop28_subVScont
ath00514,6,3.386508396062536,13,7,6/13,6/1671,7/3454,0.3741362372939196,0.3741362372939196,0.3741362372939196,Metabolism; Glycan biosynthesis and metabolism,Other types of O-glycan biosynthesis,pop28_subVScont
ath00903,3,1.4513607411696583,6,3,3/6,3/1671,3/3454,0.39881166041203764,0.39881166041203764,0.39881166041203764,Metabolism; Metabolism of terpenoids and polyketides,Limonene and pinene degradation,pop28_subVScont
ath00520,48,41.121887666473654,133,85,48/133,48/1671,85/3454,0.3993818040767948,0.3993818040767948,0.3993818040767948,Metabolism; Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,pop28_subVScont
ath00780,7,4.354082223508975,16,9,7/16,7/1671,9/3454,0.4229795969244898,0.4229795969244898,0.4229795969244898,Metabolism; Metabolism of cofactors and vitamins,Biotin metabolism,pop28_subVScont
ath00340,8,5.321656050955414,19,11,8/19,8/1671,11/3454,0.46206401147086257,0.46206401147086257,0.46206401147086257,Metabolism; Amino acid metabolism,Histidine metabolism,pop28_subVScont
ath00591,4,2.4189345686160975,9,5,4/9,4/1671,5/3454,0.4851461311876172,0.4851461311876172,0.4851461311876172,Metabolism; Lipid metabolism,Linoleic acid metabolism,pop28_subVScont
ath00592,16,13.062246670526925,43,27,16/43,16/1671,27/3454,0.5165878011362495,0.5165878011362495,0.5165878011362495,Metabolism; Lipid metabolism,alpha-Linolenic acid metabolism,pop28_subVScont
ath00941,10,7.2568037058482915,25,15,10/25,10/1671,15/3454,0.5212681356093596,0.5212681356093596,0.5212681356093596,Metabolism; Biosynthesis of other secondary metabolites,Flavonoid biosynthesis,pop28_subVScont
ath00564,35,30.962362478286046,99,64,35/99,35/1671,64/3454,0.5885213970237116,0.5885213970237116,0.5885213970237116,Metabolism; Lipid metabolism,Glycerophospholipid metabolism,pop28_subVScont
ath03440,23,19.835263462651998,64,41,23/64,23/1671,41/3454,0.5921678490760571,0.5921678490760571,0.5921678490760571,Genetic Information Processing; Replication and repair,Homologous recombination,pop28_subVScont
ath00944,2,0.9675738274464389,4,2,2/4,2/1671,2/3454,0.6006449146798443,0.6006449146798443,0.6006449146798443,Metabolism; Biosynthesis of other secondary metabolites,Flavone and flavonol biosynthesis,pop28_subVScont
ath00040,38,33.86508396062536,108,70,38/108,38/1671,70/3454,0.6040658039943126,0.6040658039943126,0.6040658039943126,Metabolism; Carbohydrate metabolism,Pentose and glucuronate interconversions,pop28_subVScont
ath00904,8,6.289229878401853,21,13,8/21,8/1671,13/3454,0.6424336608069823,0.6424336608069823,0.6424336608069823,Metabolism; Metabolism of terpenoids and polyketides,Diterpenoid biosynthesis,pop28_subVScont
ath00400,20,17.4163288940359,56,36,20/56,20/1671,36/3454,0.6674771531607919,0.6674771531607919,0.6674771531607919,Metabolism; Amino acid metabolism,"Phenylalanine, tyrosine and tryptophan biosynthesis",pop28_subVScont
ath00660,3,1.9351476548928779,7,4,3/7,3/1671,4/3454,0.6894087750264709,0.6894087750264709,0.6894087750264709,Metabolism; Carbohydrate metabolism,C5-Branched dibasic acid metabolism,pop28_subVScont
ath00100,13,11.127099015634048,36,23,13/36,13/1671,23/3454,0.7215489886689168,0.7215489886689168,0.7215489886689168,Metabolism; Lipid metabolism,Steroid biosynthesis,pop28_subVScont
ath00531,4,2.9027214823393166,10,6,4/10,4/1671,6/3454,0.7370811725465859,0.7370811725465859,0.7370811725465859,Metabolism; Glycan biosynthesis and metabolism,Glycosaminoglycan degradation,pop28_subVScont
ath00051,21,20.319050376375216,63,42,21/63,21/1671,42/3454,0.8930371798717005,0.8930371798717005,0.8930371798717005,Metabolism; Carbohydrate metabolism,Fructose and mannose metabolism,pop28_subVScont
ath00620,32,31.446149392009264,97,65,32/97,32/1671,65/3454,0.9134008164134297,0.9134008164134297,0.9134008164134297,Metabolism; Carbohydrate metabolism,Pyruvate metabolism,pop28_subVScont
ath00470,2,1.9351476548928779,6,4,2/6,2/1671,4/3454,1,1,1,Metabolism; Metabolism of other amino acids,D-Amino acid metabolism,pop28_subVScont
ath00670,7,6.773016792125072,21,14,7/21,7/1671,14/3454,1,1,1,Metabolism; Metabolism of cofactors and vitamins,One carbon pool by folate,pop28_subVScont
ath00750,5,4.837869137232195,15,10,5/15,5/1671,10/3454,1,1,1,Metabolism; Metabolism of cofactors and vitamins,Vitamin B6 metabolism,pop28_subVScont
ath00905,3,2.9027214823393166,9,6,3/9,3/1671,6/3454,1,1,1,Metabolism; Metabolism of terpenoids and polyketides,Brassinosteroid biosynthesis,pop28_subVScont
ath04712,13,12.578459756803706,39,26,13/39,13/1671,26/3454,1,1,1,Organismal Systems; Environmental adaptation,Circadian rhythm - plant,pop28_subVScont
